ID,game_ID,passer,team,receiver,start_x,start_y,end_x,end_y,successful
PASS-20190413CHINC-283,20190413CHINC,"Sam Mewis","North Carolina Courage","Crystal Dunn",36.2,47.8,91.2,40.6,1
PASS-20190413CHINC-284,20190413CHINC,"Crystal Dunn","North Carolina Courage","Alyssa Naeher",49.9,54.6,91.2,40.6,0
PASS-20190413CHINC-285,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Arin Wright",14.2,31.4,37.7,58.9,1
PASS-20190413CHINC-286,20190413CHINC,"Arin Wright","Chicago Red Stars","Tierna Davidson",36.1,54.9,24.9,49,1
PASS-20190413CHINC-287,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Sam Kerr",26.2,46.4,59.2,23.2,1
PASS-20190413CHINC-288,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",34,62.4,25.5,46.1,1
PASS-20190413CHINC-289,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",27.2,40.3,34,21.2,1
PASS-20190413CHINC-29,20190413CHINC,"Merritt Mathias","North Carolina Courage","Jessica McDonald",91.1,8,97.9,33.4,1
PASS-20190413CHINC-290,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","McCall Zerboni",54.7,12.5,57,19.6,1
PASS-20190413CHINC-291,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Dahlkemper",55.5,14.7,46.3,11.7,1
PASS-20190413CHINC-292,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Stephanie Labbe",46.3,11.7,19.4,23.2,1
PASS-20190413CHINC-293,20190413CHINC,"Stephanie Labbe","North Carolina Courage","McCall Zerboni",19.4,23.2,34.7,26.3,1
PASS-20190413CHINC-294,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Erceg",33.9,29.8,29,49.3,1
PASS-20190413CHINC-295,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",44.4,50.4,58.5,60.1,1
PASS-20190413CHINC-296,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","McCall Zerboni",49.7,56.1,46.9,46.4,1
PASS-20190413CHINC-297,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Erceg",50,49.6,36.1,52.5,1
PASS-20190413CHINC-298,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",34.1,49.3,32.6,24.6,1
PASS-20190413CHINC-299,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",38.3,22.6,58.1,24.7,1
PASS-20190413CHINC-3,20190413CHINC,"McCall Zerboni","North Carolina Courage","Denise O'Sullivan",58.7,47.5,63.9,49.2,1
PASS-20190413CHINC-30,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Denise O'Sullivan",105,68,94.9,61.9,1
PASS-20190413CHINC-300,20190413CHINC,"Sam Mewis","North Carolina Courage","Alyssa Naeher",67.5,23.5,101.3,35.7,0
PASS-20190413CHINC-301,20190413CHINC,"Alyssa Naeher","Chicago Red Stars",NULL,15,32.5,69.4,68,0
PASS-20190413CHINC-302,20190413CHINC,"Merritt Mathias","North Carolina Courage","Denise O'Sullivan",35.6,0,44.5,9.6,1
PASS-20190413CHINC-303,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",41.9,8.2,37.8,3.7,1
PASS-20190413CHINC-304,20190413CHINC,"Merritt Mathias","North Carolina Courage","Abby Erceg",36.2,8.5,29.8,45,1
PASS-20190413CHINC-305,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",36.8,51.6,48.4,60.1,1
PASS-20190413CHINC-306,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Jessica McDonald",57.1,59,75.1,49.6,1
PASS-20190413CHINC-307,20190413CHINC,"Jessica McDonald","North Carolina Courage","Jaelene Hinkle",71.3,51.2,66.8,62.4,1
PASS-20190413CHINC-308,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Katie Naughton",66.5,59.2,81.2,58.9,0
PASS-20190413CHINC-309,20190413CHINC,"Jessica McDonald","North Carolina Courage","Sam Mewis",95.8,68,95.8,40.5,1
PASS-20190413CHINC-31,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Jaelene Hinkle",92.4,60.8,76.9,48.4,1
PASS-20190413CHINC-310,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Crystal Dunn",13.3,36.9,17.5,31.2,0
PASS-20190413CHINC-311,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Danielle Colaprico",5.4,35.9,44.9,24.9,1
PASS-20190413CHINC-312,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sam Kerr",44.9,24.9,55.9,24.1,1
PASS-20190413CHINC-313,20190413CHINC,"Sam Kerr","Chicago Red Stars","Abby Erceg",55.9,24.1,65.6,29.7,0
PASS-20190413CHINC-314,20190413CHINC,"Abby Erceg","North Carolina Courage","Merritt Mathias",37.4,35.4,43.2,18.7,1
PASS-20190413CHINC-315,20190413CHINC,"Merritt Mathias","North Carolina Courage",NULL,61.7,9.1,99.2,33.4,0
PASS-20190413CHINC-316,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Arin Wright",5.8,34.6,42.4,42.7,1
PASS-20190413CHINC-317,20190413CHINC,"Lynn Williams","North Carolina Courage","Arin Wright",62.6,25.3,62.6,25.3,0
PASS-20190413CHINC-318,20190413CHINC,"Tierna Davidson","Chicago Red Stars",NULL,36,41.7,NULL,NULL,0
PASS-20190413CHINC-319,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Arin Wright",47.8,61.7,41.2,54.9,1
PASS-20190413CHINC-32,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Alyssa Naeher",77.2,47.7,97.8,32.9,0
PASS-20190413CHINC-320,20190413CHINC,"Arin Wright","Chicago Red Stars","Sam Kerr",41.2,54.9,60.2,55,1
PASS-20190413CHINC-321,20190413CHINC,"Sam Kerr","Chicago Red Stars","Nikki Stanton",58,54.2,47.8,53.5,1
PASS-20190413CHINC-322,20190413CHINC,"Nikki Stanton","Chicago Red Stars","McCall Zerboni",47.8,53.5,64.2,56.1,0
PASS-20190413CHINC-323,20190413CHINC,"McCall Zerboni","North Carolina Courage","Jaelene Hinkle",37.8,18.7,33.3,49.3,1
PASS-20190413CHINC-324,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Crystal Dunn",40.9,58.1,71.9,57.5,1
PASS-20190413CHINC-325,20190413CHINC,"Julie Ertz","Chicago Red Stars","Danielle Colaprico",15.2,21.6,27.8,11.9,1
PASS-20190413CHINC-326,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Yuki Nagasato",36.9,14.5,53.7,38.6,1
PASS-20190413CHINC-327,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Nikki Stanton",50.1,38,46.7,34.9,1
PASS-20190413CHINC-328,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Arin Wright",46.7,34.9,57.6,65.4,1
PASS-20190413CHINC-329,20190413CHINC,"Arin Wright","Chicago Red Stars","Nikki Stanton",59.8,61.4,59.7,48.8,1
PASS-20190413CHINC-33,20190413CHINC,"Crystal Dunn","North Carolina Courage","Danielle Colaprico",77.4,33.6,88.1,45.3,0
PASS-20190413CHINC-330,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Sam Kerr",64.7,45.3,80.1,26.7,1
PASS-20190413CHINC-331,20190413CHINC,"Sam Kerr","Chicago Red Stars","Jaelene Hinkle",74.7,36.6,80.1,26.7,0
PASS-20190413CHINC-332,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Denise O'Sullivan",24.9,41.3,33.3,20.4,1
PASS-20190413CHINC-333,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",33.3,20.4,26.2,21.6,1
PASS-20190413CHINC-334,20190413CHINC,"Merritt Mathias","North Carolina Courage","Alyssa Mautz",26.2,21.6,46.7,67.8,0
PASS-20190413CHINC-335,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",58.3,0.2,69.7,11.7,1
PASS-20190413CHINC-336,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Abby Erceg",72.6,4.3,78.5,12.8,0
PASS-20190413CHINC-337,20190413CHINC,"Abby Erceg","North Carolina Courage","Sam Mewis",28.6,53.8,78,25.3,1
PASS-20190413CHINC-338,20190413CHINC,"Sam Mewis","North Carolina Courage","Tierna Davidson",39.6,55,78,25.3,0
PASS-20190413CHINC-339,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Katie Naughton",27,42.7,24.9,32.3,1
PASS-20190413CHINC-34,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Alyssa Mautz",16.9,22.7,23.2,26.3,1
PASS-20190413CHINC-340,20190413CHINC,"Katie Naughton","Chicago Red Stars","Sam Kerr",26,28.4,49.6,30.4,1
PASS-20190413CHINC-341,20190413CHINC,"Sam Kerr","Chicago Red Stars","Julie Ertz",49.6,30.4,37.8,30.3,1
PASS-20190413CHINC-342,20190413CHINC,"Julie Ertz","Chicago Red Stars","Danielle Colaprico",41.2,27.4,79,16.4,1
PASS-20190413CHINC-343,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sam Kerr",83.7,17.9,83.6,23,1
PASS-20190413CHINC-344,20190413CHINC,"Sam Kerr","Chicago Red Stars","Alyssa Mautz",80.1,22.9,73.1,11.4,1
PASS-20190413CHINC-345,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Stephanie Labbe",73.1,11.4,97.9,37.4,0
PASS-20190413CHINC-346,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Lynn Williams",12.2,26.6,39.9,9.1,1
PASS-20190413CHINC-347,20190413CHINC,"Lynn Williams","North Carolina Courage","Jessica McDonald",48.3,0,66.4,7.7,1
PASS-20190413CHINC-348,20190413CHINC,"Jessica McDonald","North Carolina Courage","Denise O'Sullivan",73,11.7,75.6,22.9,1
PASS-20190413CHINC-349,20190413CHINC,"Merritt Mathias","North Carolina Courage","Abby Erceg",83.6,0,94.8,20.9,1
PASS-20190413CHINC-35,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",23.2,26.3,35.6,26.5,1
PASS-20190413CHINC-350,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",105,0,97.1,3.2,1
PASS-20190413CHINC-351,20190413CHINC,"Sam Mewis","North Carolina Courage","Abby Erceg",97.1,3.2,100.4,38,1
PASS-20190413CHINC-352,20190413CHINC,"Abby Erceg","North Carolina Courage","Katie Naughton",100.4,38,100.4,38,0
PASS-20190413CHINC-353,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Sam Kerr",6.8,34.8,14.8,24.3,1
PASS-20190413CHINC-354,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Yuki Nagasato",20,22.4,64.6,24.9,1
PASS-20190413CHINC-355,20190413CHINC,"Sam Mewis","North Carolina Courage","Yuki Nagasato",40.4,43.1,40.4,43.1,0
PASS-20190413CHINC-356,20190413CHINC,"Arin Wright","Chicago Red Stars","Yuki Nagasato",53.3,34,62.1,28.4,1
PASS-20190413CHINC-357,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Danielle Colaprico",62.1,28.4,70,25.2,1
PASS-20190413CHINC-358,20190413CHINC,"Danielle Colaprico","Chicago Red Stars",NULL,70.9,25,80.2,24,0
PASS-20190413CHINC-359,20190413CHINC,"Abby Erceg","North Carolina Courage","McCall Zerboni",24.8,44,30.3,60.1,1
PASS-20190413CHINC-36,20190413CHINC,"McCall Zerboni","North Carolina Courage","Jessica McDonald",74.6,42.7,90.7,32.3,1
PASS-20190413CHINC-360,20190413CHINC,"McCall Zerboni","North Carolina Courage","Crystal Dunn",35,55.8,51.2,61,1
PASS-20190413CHINC-361,20190413CHINC,"Crystal Dunn","North Carolina Courage","McCall Zerboni",55.7,61.7,51.1,54.7,1
PASS-20190413CHINC-362,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Alyssa Mautz",53.9,13.3,58.9,9.1,1
PASS-20190413CHINC-363,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Jaelene Hinkle",61.2,8.5,74.2,14.2,0
PASS-20190413CHINC-364,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Sam Mewis",36.4,50.5,36,37.7,1
PASS-20190413CHINC-365,20190413CHINC,"Sam Mewis","North Carolina Courage","Yuki Nagasato",36.2,40.3,39.2,42.7,0
PASS-20190413CHINC-366,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Danielle Colaprico",65.8,25.3,68.5,19,1
PASS-20190413CHINC-367,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sam Kerr",68.5,19,74.7,28,1
PASS-20190413CHINC-368,20190413CHINC,"Sam Kerr","Chicago Red Stars","Yuki Nagasato",72.4,30.6,67.3,34.8,1
PASS-20190413CHINC-369,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Merritt Mathias",71.4,36.6,79,41,0
PASS-20190413CHINC-37,20190413CHINC,"Jessica McDonald","North Carolina Courage","Lynn Williams",90.7,32.3,89.4,44.4,1
PASS-20190413CHINC-370,20190413CHINC,"Merritt Mathias","North Carolina Courage","Alyssa Mautz",26,27,41.9,48.1,0
PASS-20190413CHINC-371,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",70.6,18.2,71.5,17.8,1
PASS-20190413CHINC-372,20190413CHINC,"Sam Kerr","Chicago Red Stars","Crystal Dunn",78.9,23.5,71.5,17.8,0
PASS-20190413CHINC-373,20190413CHINC,"Crystal Dunn","North Carolina Courage","Jessica McDonald",31.2,54.1,39.9,63.8,1
PASS-20190413CHINC-374,20190413CHINC,"Jessica McDonald","North Carolina Courage","Nikki Stanton",61.3,42,70.9,39.9,0
PASS-20190413CHINC-375,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Julie Ertz",43.6,46.2,34.9,38.2,1
PASS-20190413CHINC-376,20190413CHINC,"Julie Ertz","Chicago Red Stars","Arin Wright",35,43,33.5,59.7,1
PASS-20190413CHINC-377,20190413CHINC,"Arin Wright","Chicago Red Stars","Julie Ertz",45.7,62,38.5,52.7,1
PASS-20190413CHINC-378,20190413CHINC,"Julie Ertz","Chicago Red Stars","Yuki Nagasato",45.4,54.9,58.1,56.6,1
PASS-20190413CHINC-379,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Arin Wright",61,58.6,76.3,61.8,1
PASS-20190413CHINC-38,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Julie Ertz",5.1,34.4,45.8,24.2,1
PASS-20190413CHINC-380,20190413CHINC,"Arin Wright","Chicago Red Stars","Sam Kerr",75.3,54.7,80.2,46.4,1
PASS-20190413CHINC-381,20190413CHINC,"Sam Kerr","Chicago Red Stars","Arin Wright",80.2,46.4,99,60.9,1
PASS-20190413CHINC-382,20190413CHINC,"Arin Wright","Chicago Red Stars","Abby Erceg",96.9,60.9,93.7,38.9,0
PASS-20190413CHINC-383,20190413CHINC,"Lynn Williams","North Carolina Courage","Sarah Gorden",31.9,46.5,41.9,46.4,0
PASS-20190413CHINC-384,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Alyssa Mautz",63.1,21.6,74,3.6,1
PASS-20190413CHINC-385,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Danielle Colaprico",80.5,3.7,76.4,13.4,1
PASS-20190413CHINC-386,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Nikki Stanton",72.4,12.1,62.1,17.2,1
PASS-20190413CHINC-387,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Tierna Davidson",57.4,21.9,46.5,36.6,1
PASS-20190413CHINC-388,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Julie Ertz",58.7,37.6,84.9,21.3,1
PASS-20190413CHINC-389,20190413CHINC,"Julie Ertz","Chicago Red Stars","Abby Erceg",84.9,21.3,89.4,22.4,0
PASS-20190413CHINC-39,20190413CHINC,"McCall Zerboni","North Carolina Courage","Julie Ertz",59.2,43.8,59.2,43.8,0
PASS-20190413CHINC-390,20190413CHINC,"Abby Erceg","North Carolina Courage","Alyssa Mautz",12.7,45.1,32.3,56.4,0
PASS-20190413CHINC-391,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Sam Kerr",76.7,15,89.5,31.1,1
PASS-20190413CHINC-392,20190413CHINC,"Sam Kerr","Chicago Red Stars","Abby Dahlkemper",89.5,31.1,89.5,31.1,0
PASS-20190413CHINC-393,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Sam Mewis",12.5,29.5,21.1,24.3,1
PASS-20190413CHINC-394,20190413CHINC,"Sam Mewis","North Carolina Courage","Crystal Dunn",34.7,20.4,40.4,24.3,1
PASS-20190413CHINC-395,20190413CHINC,"Crystal Dunn","North Carolina Courage","Lynn Williams",47.4,27,82.4,47.9,1
PASS-20190413CHINC-396,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Sam Mewis",105,0,87.7,9,1
PASS-20190413CHINC-397,20190413CHINC,"Sam Mewis","North Carolina Courage","Merritt Mathias",87.7,9,78.8,30.6,1
PASS-20190413CHINC-398,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Julie Ertz",5.5,35.1,34.9,20.7,1
PASS-20190413CHINC-399,20190413CHINC,"Julie Ertz","Chicago Red Stars","Danielle Colaprico",34.9,20.7,59.6,8.3,1
PASS-20190413CHINC-4,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Sam Kerr",57.1,46,49,37.6,0
PASS-20190413CHINC-40,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Tierna Davidson",28.7,25.3,22,26.7,1
PASS-20190413CHINC-400,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",34.3,58.6,28.2,50.8,1
PASS-20190413CHINC-401,20190413CHINC,"Abby Erceg","North Carolina Courage","Jessica McDonald",30.7,47.8,58,46.2,1
PASS-20190413CHINC-402,20190413CHINC,"Jessica McDonald","North Carolina Courage","Tierna Davidson",58,46.2,76.4,34,0
PASS-20190413CHINC-403,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Alyssa Naeher",28.6,34,13.5,32.1,1
PASS-20190413CHINC-404,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Abby Erceg",13.5,32.1,59.1,21.8,0
PASS-20190413CHINC-405,20190413CHINC,"Abby Erceg","North Carolina Courage","Tierna Davidson",45.9,46.2,72.2,34.9,0
PASS-20190413CHINC-406,20190413CHINC,"Tierna Davidson","Chicago Red Stars","Alyssa Mautz",31.4,31.7,38.5,21,1
PASS-20190413CHINC-407,20190413CHINC,"Alyssa Mautz","Chicago Red Stars","Jaelene Hinkle",39.8,19.8,48.8,18.2,0
PASS-20190413CHINC-408,20190413CHINC,"Julie Ertz","Chicago Red Stars","Arin Wright",37.4,37.2,41.1,51,1
PASS-20190413CHINC-409,20190413CHINC,"Arin Wright","Chicago Red Stars","Yuki Nagasato",44.5,53.3,58.1,62.6,1
PASS-20190413CHINC-41,20190413CHINC,"Jessica McDonald","North Carolina Courage","Sam Mewis",92.9,68,93.3,41.5,1
PASS-20190413CHINC-410,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Julie Ertz",60,58.7,64.1,51.9,1
PASS-20190413CHINC-411,20190413CHINC,"Julie Ertz","Chicago Red Stars",NULL,72.8,51.3,92.9,68,0
PASS-20190413CHINC-412,20190413CHINC,"Merritt Mathias","North Carolina Courage","McCall Zerboni",12.1,0,24.9,20.2,1
PASS-20190413CHINC-413,20190413CHINC,"McCall Zerboni","North Carolina Courage","Denise O'Sullivan",24.9,20.2,33.9,14.8,1
PASS-20190413CHINC-414,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Merritt Mathias",32.7,9.7,21.3,4.2,1
PASS-20190413CHINC-415,20190413CHINC,"Merritt Mathias","North Carolina Courage","Denise O'Sullivan",28.6,5.7,33.1,11.6,1
PASS-20190413CHINC-416,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Abby Erceg",31.1,16.7,16.4,35.5,1
PASS-20190413CHINC-417,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",18.8,36.3,29.5,54.4,1
PASS-20190413CHINC-418,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Crystal Dunn",36.2,55.3,72.1,58.4,1
PASS-20190413CHINC-419,20190413CHINC,"Crystal Dunn","North Carolina Courage","Lynn Williams",76.9,46.2,91,23.3,1
PASS-20190413CHINC-42,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","McCall Zerboni",26.8,37,30.3,32.5,0
PASS-20190413CHINC-420,20190413CHINC,"Lynn Williams","North Carolina Courage","Denise O'Sullivan",85.2,28.4,87.3,33.8,1
PASS-20190413CHINC-421,20190413CHINC,"Denise O'Sullivan","North Carolina Courage","Crystal Dunn",89.8,34.6,89.4,42.8,1
PASS-20190413CHINC-422,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Crystal Dunn",11,0,23.4,4.9,0
PASS-20190413CHINC-423,20190413CHINC,"Nikki Stanton","Chicago Red Stars","Sam Kerr",26.1,24.1,36.5,16.5,1
PASS-20190413CHINC-424,20190413CHINC,"Sam Kerr","Chicago Red Stars","Danielle Colaprico",36.5,16.5,28.2,17.2,1
PASS-20190413CHINC-425,20190413CHINC,"Julie Ertz","Chicago Red Stars","Sarah Gorden",27.4,19.5,61,0.6,1
PASS-20190413CHINC-426,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Abby Erceg",26,8,76.9,4.5,0
PASS-20190413CHINC-427,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",28.1,63.5,31,32.8,1
PASS-20190413CHINC-428,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",39.4,24.3,48.8,7,1
PASS-20190413CHINC-429,20190413CHINC,"Merritt Mathias","North Carolina Courage","Abby Dahlkemper",48,11.1,36.8,19.2,1
PASS-20190413CHINC-43,20190413CHINC,"McCall Zerboni","North Carolina Courage","Alyssa Naeher",72.7,27.8,103.4,17.1,0
PASS-20190413CHINC-430,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Abby Erceg",37.4,22.3,31.8,48.8,1
PASS-20190413CHINC-431,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",38.5,51,55,58.9,1
PASS-20190413CHINC-432,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","Abby Erceg",44.9,52.1,32.3,51.9,1
PASS-20190413CHINC-433,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",34.8,46.1,37.9,30,1
PASS-20190413CHINC-434,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",44.9,19.5,56.6,6.2,1
PASS-20190413CHINC-435,20190413CHINC,"Merritt Mathias","North Carolina Courage","Arin Wright",56.6,6.2,72.7,15,0
PASS-20190413CHINC-436,20190413CHINC,"Arin Wright","Chicago Red Stars","Abby Erceg",36.9,50.7,68.8,41.7,0
PASS-20190413CHINC-437,20190413CHINC,"Abby Erceg","North Carolina Courage","Jaelene Hinkle",37.5,31.1,45,53.8,1
PASS-20190413CHINC-438,20190413CHINC,"Jaelene Hinkle","North Carolina Courage","McCall Zerboni",48.3,56.4,48.6,46.2,1
PASS-20190413CHINC-439,20190413CHINC,"McCall Zerboni","North Carolina Courage","Abby Erceg",45.2,49.3,35.4,38.3,1
PASS-20190413CHINC-44,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Sam Kerr",16.5,24.9,61.7,24.3,1
PASS-20190413CHINC-440,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",35.4,38.3,34.8,22.7,1
PASS-20190413CHINC-441,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Merritt Mathias",40.3,20.4,56.6,3.9,1
PASS-20190413CHINC-442,20190413CHINC,"Merritt Mathias","North Carolina Courage","Sarah Gorden",58.7,2.5,93.6,67.8,0
PASS-20190413CHINC-443,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Julie Ertz",11.4,0.2,31.2,8,1
PASS-20190413CHINC-444,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Jaelene Hinkle",80.2,45.9,76.1,31.1,1
PASS-20190413CHINC-445,20190413CHINC,"Alyssa Naeher","Chicago Red Stars","Julie Ertz",5.6,32.8,47.5,19.9,1
PASS-20190413CHINC-446,20190413CHINC,"Danielle Colaprico","Chicago Red Stars","Sam Kerr",58.8,20.7,70.7,20.1,1
PASS-20190413CHINC-447,20190413CHINC,"Sam Kerr","Chicago Red Stars","McCall Zerboni",66.5,16.4,58.5,19.8,0
PASS-20190413CHINC-448,20190413CHINC,"McCall Zerboni","North Carolina Courage","Sarah Gorden",46.5,48.2,58,56.3,0
PASS-20190413CHINC-449,20190413CHINC,"Sarah Gorden","Chicago Red Stars","Stephanie Labbe",51.1,6.8,96.5,20.6,0
PASS-20190413CHINC-45,20190413CHINC,"Yuki Nagasato","Chicago Red Stars","Sam Mewis",67.2,28.7,62.3,20.2,0
PASS-20190413CHINC-450,20190413CHINC,"Stephanie Labbe","North Carolina Courage","Abby Erceg",8.5,47.4,21.7,52.2,1
PASS-20190413CHINC-451,20190413CHINC,"Abby Erceg","North Carolina Courage","Abby Dahlkemper",18.2,45.3,25.3,22.9,1
PASS-20190413CHINC-452,20190413CHINC,"Abby Dahlkemper","North Carolina Courage","Jessica McDonald",33.9,21.2,74.8,43.6,1
PASS-20190413CHINC-453,20190413CHINC,"Jessica McDonald","North Carolina Courage","Sarah Gorden",74.8,43.6,81.2,44,0
PASS-20190413CHINC-454,20190413CHINC,"Jessica McDonald","North Carolina Courage","Sam Mewis",81.4,41.7,99,51.2,1
PASS-20190413CHINC-455,20190413CHINC,"Sam Mewis","North Carolina Courage","Julie Ertz",99,51.2,52.5,33.7,0
